Transaction ID,Product name,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Reseller ID
8584,5.5x8.5 Merry Christmas from Odessa,5,11.0,mobile app,Mandi,Bustos,Mandi.Bustos@example.com,Odessa,2019-05-12,1004
8585,5.5x8.5 Merry Christmas from Rotterdam,4,10.0,mobile app,Inge,Hiatt,Inge.Hiatt@example.com,Rotterdam,2019-05-12,1004
8586,4.25x6 All the love from Novosibirsk,1,4.4,web,Jane,Harland,Jane.Harland@example.com,Novosibirsk,2019-05-12,1004
8587,5x7 All the love from Lvov,2,8.0,mobile app,Tilda,Dale,Tilda.Dale@example.com,Lvov,2019-05-12,1004
8588,4.25x6 Come visit me in Athinai (Athens),1,1.8,in-store,John,Saysongkham,John.Saysongkham@example.com,Athinai (Athens),2019-05-12,1004
8589,4x6 Merry Christmas from Mykolaiv ,1,1.9,mobile app,Helen,Hoppe,Helen.Hoppe@example.com,Mykolaiv ,2019-05-12,1004
8590,4.25x6 Just settled in Kemerovo,5,10.5,mobile app,Rudolph,Whitfield,Rudolph.Whitfield@example.com,Kemerovo,2019-05-12,1004
8591,6x9 All the love from Riga,4,8.8,web,Daniel,Hinton,Daniel.Hinton@example.com,Riga,2019-05-12,1004
8592,4.25x6 All the love from Warszawa (Warsaw),3,6.0,web,Lillian,Kemper,Lillian.Kemper@example.com,Warszawa (Warsaw),2019-05-12,1004
8593,4.25x6 Merry Christmas from Lvov,5,18.5,mobile app,Trent,Watkins,Trent.Watkins@example.com,Lvov,2019-05-12,1004
8594,5.5x8.5 Just settled in Zaporozhye,6,11.399999999999999,mobile app,Genevieve,Dinkins,Genevieve.Dinkins@example.com,Zaporozhye,2019-05-12,1004
8595,4x6 Just settled in Novokuznetsk,4,10.8,in-store,Manuel,Plumb,Manuel.Plumb@example.com,Novokuznetsk,2019-05-12,1004
8596,4.25x6 Just settled in Milano (Milan),3,10.8,in-store,Cheryl,Cleveland,Cheryl.Cleveland@example.com,Milano (Milan),2019-05-12,1004
8597,6x9 Come visit me in Dnepropetrovsk,5,17.5,mobile app,Harry,Oliver,Harry.Oliver@example.com,Dnepropetrovsk,2019-05-12,1004
8598,5.5x8.5 Greetings from Kraków,1,3.8,web,Ronnie,Ross,Ronnie.Ross@example.com,Kraków,2019-05-12,1004
8599,4x6 Just settled in Berlin,1,1.6,web,Joseph,Zhang,Joseph.Zhang@example.com,Berlin,2019-05-12,1004
8600,5.5x8.5 Merry Christmas from Kishinev,6,10.8,mobile app,Michele,Kelly,Michele.Kelly@example.com,Kishinev,2019-05-12,1004
8601,6x9 Greetings from Poznan,2,3.8,mobile app,Leticia,Allen,Leticia.Allen@example.com,Poznan,2019-05-12,1004
8602,4x6 Come visit me in Orenburg,4,16.4,in-store,Ruth,Duncan,Ruth.Duncan@example.com,Orenburg,2019-05-12,1004
8603,6x11 Merry Christmas from Volgograd,3,4.5,mobile app,Francisco,Protain,Francisco.Protain@example.com,Volgograd,2019-05-12,1004
8604,5.5x8.5 Just settled in Wien (Vienna),2,6.0,web,Doris,Devalle,Doris.Devalle@example.com,Wien (Vienna),2019-05-12,1004
8605,4.25x6 Greetings from Vilnius,6,14.399999999999999,in-store,Elizabeth,Mclaughlin,Elizabeth.Mclaughlin@example.com,Vilnius,2019-05-12,1004
8606,6x9 Greetings from Voronezh,3,12.600000000000001,web,Kathleen,May,Kathleen.May@example.com,Voronezh,2019-05-12,1004
