Transaction ID,Product name,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Reseller ID
5404,6x9 Just settled in Budapest,4,8.4,in-store,Ernest,Scott,Ernest.Scott@example.com,Budapest,2019-03-25,1003
5405,6x9 All the love from Omsk,5,11.0,mobile app,Carolyn,Sizemore,Carolyn.Sizemore@example.com,Omsk,2019-03-25,1003
5406,4.25x6 Come visit me in Naberezhnye Tchelny,1,2.2,web,Angela,Salisbury,Angela.Salisbury@example.com,Naberezhnye Tchelny,2019-03-25,1003
5407,6x11 Greetings from Ryazan,3,4.800000000000001,web,Steven,Montanez,Steven.Montanez@example.com,Ryazan,2019-03-25,1003
5408,5x7 Greetings from Kharkov,6,15.600000000000001,web,Helen,Swoopes,Helen.Swoopes@example.com,Kharkov,2019-03-25,1003
5409,4.25x6 All the love from Praha (Prague),6,11.399999999999999,in-store,Rebecca,Glander,Rebecca.Glander@example.com,Praha (Prague),2019-03-25,1003
5410,6x11 Greetings from Vilnius,5,22.0,web,Richard,Budd,Richard.Budd@example.com,Vilnius,2019-03-25,1003
5411,4.25x6 Come visit me in Orenburg,2,8.0,web,Phylis,Weaver,Phylis.Weaver@example.com,Orenburg,2019-03-25,1003
5412,6x9 Come visit me in Madrid,6,12.0,in-store,Milton,Nakken,Milton.Nakken@example.com,Madrid,2019-03-25,1003
5413,5.5x8.5 Merry Christmas from Poznan,1,3.3,in-store,Margaret,Pelote,Margaret.Pelote@example.com,Poznan,2019-03-25,1003
5414,6x11 Merry Christmas from Vilnius,1,2.3,in-store,Harrison,Jenks,Harrison.Jenks@example.com,Vilnius,2019-03-25,1003
5415,5x7 Merry Christmas from Mykolaiv ,3,8.7,web,Bertha,Harland,Bertha.Harland@example.com,Mykolaiv ,2019-03-25,1003
5416,6x9 Greetings from Mykolaiv ,2,5.0,web,Kerry,Fisher,Kerry.Fisher@example.com,Mykolaiv ,2019-03-25,1003
5417,5x7 Come visit me in Zaragoza,5,11.0,mobile app,Patricia,Rodrigez,Patricia.Rodrigez@example.com,Zaragoza,2019-03-25,1003
5418,6x9 Just settled in Bucuresti (Bucharest),5,14.0,web,Helen,Hicks,Helen.Hicks@example.com,Bucuresti (Bucharest),2019-03-25,1003
5419,4.25x6 Greetings from Wroclaw (Breslau),2,5.4,in-store,Gregorio,Camano,Gregorio.Camano@example.com,Wroclaw (Breslau),2019-03-25,1003
5420,5.5x8.5 Just settled in Napoli (Naples),5,11.0,web,Angela,Johnson,Angela.Johnson@example.com,Napoli (Naples),2019-03-25,1003
5421,6x9 Just settled in Zaragoza,5,7.5,in-store,Guy,Magruder,Guy.Magruder@example.com,Zaragoza,2019-03-25,1003
5422,6x11 Just settled in Kryvy Rig,1,3.2,mobile app,Andrew,Tyler,Andrew.Tyler@example.com,Kryvy Rig,2019-03-25,1003
5423,4x6 Just settled in Kobenhavn (Copenhagen),6,25.200000000000003,in-store,Ruth,Basso,Ruth.Basso@example.com,Kobenhavn (Copenhagen),2019-03-25,1003
5424,6x9 Just settled in Marseille,3,5.699999999999999,web,Pearline,Garrison,Pearline.Garrison@example.com,Marseille,2019-03-25,1003
5425,6x9 Come visit me in Torino (Turin),2,8.2,web,Marion,Mulder,Marion.Mulder@example.com,Torino (Turin),2019-03-25,1003
5426,6x11 Greetings from Khabarovsk,2,6.8,mobile app,Leah,Mayle,Leah.Mayle@example.com,Khabarovsk,2019-03-25,1003
5427,5x7 All the love from Valencia,3,6.0,in-store,Bertha,Quesnell,Bertha.Quesnell@example.com,Valencia,2019-03-25,1003
5428,6x11 Greetings from Frankfurt Am Main,3,6.8999999999999995,mobile app,Leonard,Smith,Leonard.Smith@example.com,Frankfurt Am Main,2019-03-25,1003
5429,4x6 Come visit me in Barnaul,5,21.5,web,Donald,Thao,Donald.Thao@example.com,Barnaul,2019-03-25,1003
5430,4.25x6 All the love from Krasnodar,5,21.0,web,Brenda,Vazquez,Brenda.Vazquez@example.com,Krasnodar,2019-03-25,1003
5431,6x11 Greetings from Stuttgart,3,4.5,mobile app,Karen,Peyton,Karen.Peyton@example.com,Stuttgart,2019-03-25,1003
5432,4.25x6 Greetings from Valencia,4,8.0,web,Rafael,Martin,Rafael.Martin@example.com,Valencia,2019-03-25,1003
5433,6x11 Merry Christmas from Stuttgart,2,3.0,web,Tony,Haas,Tony.Haas@example.com,Stuttgart,2019-03-25,1003
5434,6x11 Just settled in Wien (Vienna),2,5.2,web,Elsie,Didonna,Elsie.Didonna@example.com,Wien (Vienna),2019-03-25,1003
5435,5x7 Just settled in Bucuresti (Bucharest),1,3.4,web,Robert,Lasky,Robert.Lasky@example.com,Bucuresti (Bucharest),2019-03-25,1003
5436,6x11 All the love from Valencia,5,11.5,mobile app,Arthur,Thurman,Arthur.Thurman@example.com,Valencia,2019-03-25,1003
5437,6x9 Merry Christmas from Beograd (Belgrade),6,25.200000000000003,web,William,Keys,William.Keys@example.com,Beograd (Belgrade),2019-03-25,1003
5438,5x7 Greetings from Kazan,2,3.0,in-store,Anna,Vandestreek,Anna.Vandestreek@example.com,Kazan,2019-03-25,1003
5439,4x6 Just settled in Nizhny Novgorod,2,3.8,mobile app,David,Reynolds,David.Reynolds@example.com,Nizhny Novgorod,2019-03-25,1003
5440,6x9 Greetings from Düsseldorf,4,12.8,mobile app,Kim,Beers,Kim.Beers@example.com,Düsseldorf,2019-03-25,1003
5441,5.5x8.5 Come visit me in Novosibirsk,3,6.0,web,Ethel,Fontenot,Ethel.Fontenot@example.com,Novosibirsk,2019-03-25,1003
5442,5x7 All the love from Hannover,2,6.4,in-store,Glenda,Gilstrap,Glenda.Gilstrap@example.com,Hannover,2019-03-25,1003
5443,5x7 Just settled in London,6,13.799999999999999,mobile app,Michael,Tomlin,Michael.Tomlin@example.com,London,2019-03-25,1003
5444,5.5x8.5 All the love from Roma,4,16.0,web,Phillip,Moradian,Phillip.Moradian@example.com,Roma,2019-03-25,1003
5445,6x11 Come visit me in Milano (Milan),5,19.0,in-store,Charlotte,Lites,Charlotte.Lites@example.com,Milano (Milan),2019-03-25,1003
5446,6x9 Come visit me in Lipetsk,2,6.4,in-store,Marie,Spangler,Marie.Spangler@example.com,Lipetsk,2019-03-25,1003
5447,4.25x6 Just settled in Duisburg,1,2.1,web,Eugenia,Samuels,Eugenia.Samuels@example.com,Duisburg,2019-03-25,1003
5448,5x7 Greetings from Tula,4,6.8,mobile app,Charlie,Wood,Charlie.Wood@example.com,Tula,2019-03-25,1003
5449,4x6 Just settled in Duisburg,1,2.9,mobile app,Billy,Swartz,Billy.Swartz@example.com,Duisburg,2019-03-25,1003
5450,4x6 Merry Christmas from Izhevsk,1,3.6,in-store,William,Aldridge,William.Aldridge@example.com,Izhevsk,2019-03-25,1003
5451,5.5x8.5 Greetings from Penza,3,8.399999999999999,mobile app,Elizabeth,Smith,Elizabeth.Smith@example.com,Penza,2019-03-25,1003
5452,6x9 Merry Christmas from Rotterdam,5,22.0,web,Freddie,Hofstetter,Freddie.Hofstetter@example.com,Rotterdam,2019-03-25,1003
5453,4.25x6 All the love from Budapest,3,10.5,mobile app,Ollie,Thompson,Ollie.Thompson@example.com,Budapest,2019-03-25,1003
