Transaction ID,Product name,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Reseller ID
4657,5x7 Merry Christmas from Tyumen,3,8.399999999999999,mobile app,Basil,Protain,Basil.Protain@example.com,Tyumen,2019-03-13,1004
4658,4.25x6 Greetings from Dortmund,3,12.0,web,Constance,Wilmore,Constance.Wilmore@example.com,Dortmund,2019-03-13,1004
4659,6x9 Come visit me in Kobenhavn (Copenhagen),1,3.9,mobile app,Debra,Miller,Debra.Miller@example.com,Kobenhavn (Copenhagen),2019-03-13,1004
4660,4.25x6 Merry Christmas from Izhevsk,2,3.6,mobile app,Ida,Spangler,Ida.Spangler@example.com,Izhevsk,2019-03-13,1004
4661,6x11 Merry Christmas from Lódz,1,3.8,web,Philip,Riebe,Philip.Riebe@example.com,Lódz,2019-03-13,1004
4662,5.5x8.5 Come visit me in Vilnius,6,24.599999999999998,web,William,Levy,William.Levy@example.com,Vilnius,2019-03-13,1004
4663,5.5x8.5 All the love from Frankfurt Am Main,2,5.8,web,Sharon,Villa,Sharon.Villa@example.com,Frankfurt Am Main,2019-03-13,1004
4664,6x9 All the love from Nizhny Novgorod,6,26.400000000000002,in-store,Mack,Griffith,Mack.Griffith@example.com,Nizhny Novgorod,2019-03-13,1004
4665,5.5x8.5 Merry Christmas from Tula,5,21.5,mobile app,Ralph,Fussell,Ralph.Fussell@example.com,Tula,2019-03-13,1004
4666,5x7 Come visit me in Stuttgart,1,3.3,web,Linda,Faircloth,Linda.Faircloth@example.com,Stuttgart,2019-03-13,1004
4667,6x11 All the love from Wien (Vienna),2,4.6,in-store,Ruth,Dinkins,Ruth.Dinkins@example.com,Wien (Vienna),2019-03-13,1004
4668,4.25x6 Just settled in Glasgow,1,2.0,web,Constance,Diaz,Constance.Diaz@example.com,Glasgow,2019-03-13,1004
4669,4.25x6 Merry Christmas from Voronezh,4,9.6,mobile app,Sally,Weber,Sally.Weber@example.com,Voronezh,2019-03-13,1004
4670,5x7 All the love from Madrid,1,3.9,mobile app,Stephen,Greene,Stephen.Greene@example.com,Madrid,2019-03-13,1004
4671,6x11 Just settled in Kraków,4,7.6,web,Tyler,Templeton,Tyler.Templeton@example.com,Kraków,2019-03-13,1004
