Transaction ID,Product name,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Reseller ID
1019,4x6 Come visit me in Odessa,4,17.2,web,Kevin,Buckingham,Kevin.Buckingham@example.com,Odessa,2019-01-17,1003
1020,5x7 Greetings from Palermo,6,16.799999999999997,mobile app,Sally,Birchler,Sally.Birchler@example.com,Palermo,2019-01-17,1003
1021,6x11 Merry Christmas from Ulyanovsk,2,4.8,web,Mary,Spears,Mary.Spears@example.com,Ulyanovsk,2019-01-17,1003
1022,4x6 Come visit me in Köln (Cologne),6,9.600000000000001,web,Benjamin,Baker,Benjamin.Baker@example.com,Köln (Cologne),2019-01-17,1003
1023,4.25x6 Come visit me in Kryvy Rig,2,3.0,mobile app,Ray,Williams,Ray.Williams@example.com,Kryvy Rig,2019-01-17,1003
1024,4.25x6 Just settled in Wien (Vienna),6,22.200000000000003,web,Marie,Stafford,Marie.Stafford@example.com,Wien (Vienna),2019-01-17,1003
1025,5x7 All the love from Novokuznetsk,1,3.2,mobile app,Raymond,Smith,Raymond.Smith@example.com,Novokuznetsk,2019-01-17,1003
1026,4.25x6 Come visit me in Praha (Prague),1,4.2,mobile app,Jerry,Leonard,Jerry.Leonard@example.com,Praha (Prague),2019-01-17,1003
1027,6x9 Merry Christmas from Voronezh,5,17.0,mobile app,Donald,Cannon,Donald.Cannon@example.com,Voronezh,2019-01-17,1003
1028,4.25x6 All the love from Birmingham,3,4.5,web,Gregorio,Deibert,Gregorio.Deibert@example.com,Birmingham,2019-01-17,1003
1029,5.5x8.5 Come visit me in Penza,5,21.5,web,Danielle,Knoll,Danielle.Knoll@example.com,Penza,2019-01-17,1003
1030,6x9 Just settled in Essen,4,10.4,web,Stephen,Custard,Stephen.Custard@example.com,Essen,2019-01-17,1003
1031,5x7 All the love from Vilnius,1,3.5,mobile app,Claude,Guerrero,Claude.Guerrero@example.com,Vilnius,2019-01-17,1003
1032,4x6 Merry Christmas from Barnaul,1,2.3,web,Guy,Metayer,Guy.Metayer@example.com,Barnaul,2019-01-17,1003
1033,6x11 Greetings from Paris,3,7.199999999999999,web,Thomas,Smith,Thomas.Smith@example.com,Paris,2019-01-17,1003
