Transaction ID,Product name,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Reseller ID
1504,4x6 Greetings from Berlin,2,5.6,in-store,Ernest,Walls,Ernest.Walls@example.com,Berlin,2019-01-24,1004
1505,5x7 Come visit me in Amsterdam,2,7.8,web,Francisca,Harris,Francisca.Harris@example.com,Amsterdam,2019-01-24,1004
1506,6x9 All the love from Helsinki,5,16.0,in-store,Mark,Perri,Mark.Perri@example.com,Helsinki,2019-01-24,1004
1507,5.5x8.5 Just settled in Saratov,2,5.4,web,Jina,Griffith,Jina.Griffith@example.com,Saratov,2019-01-24,1004
1508,4.25x6 Come visit me in Barcelona,1,3.9,mobile app,Dalia,Delozier,Dalia.Delozier@example.com,Barcelona,2019-01-24,1004
1509,4x6 Just settled in Düsseldorf,3,5.1,mobile app,Dorothy,Perez,Dorothy.Perez@example.com,Düsseldorf,2019-01-24,1004
1510,5.5x8.5 Greetings from Leeds,6,11.399999999999999,mobile app,Ralph,Papageorge,Ralph.Papageorge@example.com,Leeds,2019-01-24,1004
1511,6x11 Merry Christmas from Tolyatti,6,16.200000000000003,mobile app,John,Bain,John.Bain@example.com,Tolyatti,2019-01-24,1004
1512,4.25x6 Merry Christmas from Lódz,2,3.4,in-store,James,Daus,James.Daus@example.com,Lódz,2019-01-24,1004
1513,4x6 All the love from Vilnius,5,15.0,mobile app,Diane,Epstein,Diane.Epstein@example.com,Vilnius,2019-01-24,1004
1514,4.25x6 Just settled in Valencia,6,25.799999999999997,mobile app,Manuel,Fussell,Manuel.Fussell@example.com,Valencia,2019-01-24,1004
1515,4x6 All the love from Genova,3,9.0,web,Theresa,Williams,Theresa.Williams@example.com,Genova,2019-01-24,1004
1516,4x6 Come visit me in Napoli (Naples),2,8.4,mobile app,Gary,Hodge,Gary.Hodge@example.com,Napoli (Naples),2019-01-24,1004
1517,6x9 Greetings from Torino (Turin),5,17.5,mobile app,Deanna,Mahurin,Deanna.Mahurin@example.com,Torino (Turin),2019-01-24,1004
1518,6x11 All the love from Krasnodar,2,6.8,web,Milton,Cockrell,Milton.Cockrell@example.com,Krasnodar,2019-01-24,1004
1519,4.25x6 Come visit me in Mykolaiv ,5,20.0,web,Elizabeth,Kalkman,Elizabeth.Kalkman@example.com,Mykolaiv ,2019-01-24,1004
1520,5.5x8.5 Merry Christmas from Hannover,4,9.2,mobile app,Michael,Ensley,Michael.Ensley@example.com,Hannover,2019-01-24,1004
1521,4x6 Come visit me in Penza,4,8.4,mobile app,Barbara,Farrell,Barbara.Farrell@example.com,Penza,2019-01-24,1004
1522,5.5x8.5 Merry Christmas from Kraków,1,2.2,mobile app,Marie,Gilstrap,Marie.Gilstrap@example.com,Kraków,2019-01-24,1004
1523,4x6 Just settled in Madrid,3,11.100000000000001,web,Raymond,Borst,Raymond.Borst@example.com,Madrid,2019-01-24,1004
1524,5x7 All the love from Barnaul,2,3.8,web,Mia,Horne,Mia.Horne@example.com,Barnaul,2019-01-24,1004
1525,6x9 Greetings from Praha (Prague),5,14.5,in-store,Gina,Torres,Gina.Torres@example.com,Praha (Prague),2019-01-24,1004
1526,5x7 All the love from Mykolaiv ,5,13.5,mobile app,Charlotte,Golden,Charlotte.Golden@example.com,Mykolaiv ,2019-01-24,1004
1527,4.25x6 Merry Christmas from Sevilla,5,9.5,web,Fanny,Phillips,Fanny.Phillips@example.com,Sevilla,2019-01-24,1004
1528,5.5x8.5 Just settled in Stockholm,3,5.1,mobile app,Troy,Dimick,Troy.Dimick@example.com,Stockholm,2019-01-24,1004
1529,4.25x6 All the love from Düsseldorf,6,14.399999999999999,web,Megan,Arnold,Megan.Arnold@example.com,Düsseldorf,2019-01-24,1004
1530,6x9 Merry Christmas from Athinai (Athens),1,3.0,web,Karen,Torres,Karen.Torres@example.com,Athinai (Athens),2019-01-24,1004
1531,5.5x8.5 Merry Christmas from Lvov,3,12.0,web,John,Cleary,John.Cleary@example.com,Lvov,2019-01-24,1004
1532,5x7 Just settled in Oslo,5,14.0,mobile app,Elton,White,Elton.White@example.com,Oslo,2019-01-24,1004
1533,4.25x6 Merry Christmas from Rostov-Na-Donu,2,6.2,mobile app,Gracie,Diaz,Gracie.Diaz@example.com,Rostov-Na-Donu,2019-01-24,1004
1534,5x7 Come visit me in Irkutsk,5,15.0,in-store,Troy,Crumpton,Troy.Crumpton@example.com,Irkutsk,2019-01-24,1004
1535,4x6 Just settled in Saratov,2,5.6,in-store,Stacey,Myers,Stacey.Myers@example.com,Saratov,2019-01-24,1004
1536,5.5x8.5 Come visit me in Torino (Turin),1,3.8,web,Staci,Michel,Staci.Michel@example.com,Torino (Turin),2019-01-24,1004
1537,5.5x8.5 Greetings from Moskva (Moscow),4,6.8,web,Dennis,Long,Dennis.Long@example.com,Moskva (Moscow),2019-01-24,1004
